NaCl_Percent,Target_Temp,Rep,Mercury_Temp,Temp_M01,EC_M01,Temp_M02,EC_M02,Temp_M03,EC_M03,source
0.3,80.0,5,83.0,8538.0,783.0,6914.0,954.0,,,excel
0.3,80.0,5,80.0,8062.0,239.0,7968.0,869.0,6914.0,954.0,csv_heatplate
0.4,25.0,1,25.0,2434.0,463.0,2451.0,524.0,,,excel
0.4,25.0,1,25.0,2335.0,180.0,2503.0,500.0,2451.0,524.0,csv_heatplate
0.4,25.0,2,24.0,2391.0,468.0,2461.0,532.0,,,excel
0.4,25.0,2,25.0,2297.0,181.0,2396.0,493.0,2461.0,532.0,csv_heatplate
0.4,25.0,3,24.0,2417.0,470.0,2444.0,522.0,,,excel
0.4,25.0,3,25.0,2364.0,183.0,2386.0,495.0,2444.0,522.0,csv_heatplate
0.4,25.0,4,24.0,2389.0,468.0,2410.0,529.0,,,excel
0.4,25.0,4,25.0,2388.0,182.0,2372.0,496.0,2410.0,529.0,csv_heatplate
0.4,25.0,5,24.0,2389.0,462.0,2264.0,524.0,,,excel
0.4,25.0,5,25.0,2269.0,179.0,2372.0,495.0,2264.0,524.0,csv_heatplate
0.4,30.0,1,32.0,3164.0,579.0,3169.0,591.0,,,excel
0.4,30.0,1,30.0,2901.0,197.0,2951.0,553.0,3169.0,591.0,csv_heatplate
0.4,30.0,2,31.0,3190.0,581.0,3148.0,591.0,,,excel
0.4,30.0,2,30.0,2959.0,198.0,3073.0,551.0,3148.0,591.0,csv_heatplate
0.4,30.0,3,32.0,3177.0,579.0,2881.0,577.0,,,excel
0.4,30.0,3,30.0,2923.0,198.0,3091.0,548.0,2881.0,577.0,csv_heatplate
0.4,30.0,4,31.0,3153.0,576.0,3130.0,588.0,,,excel
0.4,30.0,4,30.0,3020.0,198.0,3109.0,544.0,3130.0,588.0,csv_heatplate
0.4,30.0,5,31.0,3050.0,575.0,3027.0,519.0,,,excel
0.4,30.0,5,30.0,2949.0,196.0,3050.0,548.0,3027.0,519.0,csv_heatplate
0.4,40.0,1,39.0,,,3880.0,614.0,,,excel
0.4,40.0,1,40.0,3778.0,216.0,3987.0,629.0,3880.0,614.0,csv_heatplate
0.4,40.0,2,39.0,,,3862.0,645.0,,,excel
0.4,40.0,2,40.0,3833.0,223.0,4036.0,621.0,3862.0,645.0,csv_heatplate
0.4,40.0,3,39.0,,,3769.0,646.0,,,excel
0.4,40.0,3,40.0,3758.0,220.0,4022.0,624.0,3769.0,646.0,csv_heatplate
0.4,40.0,4,39.0,,,3375.0,647.0,,,excel
0.4,40.0,4,40.0,3781.0,222.0,4066.0,622.0,3375.0,647.0,csv_heatplate
0.4,40.0,5,39.0,,,3585.0,626.0,,,excel
0.4,40.0,5,40.0,3862.0,221.0,4044.0,624.0,3585.0,626.0,csv_heatplate
0.4,50.0,1,50.0,,,5037.0,738.0,,,excel
0.4,50.0,1,50.0,4857.0,247.0,5174.0,707.0,5037.0,738.0,csv_heatplate
0.4,50.0,2,51.0,,,4955.0,739.0,,,excel
0.4,50.0,2,50.0,4954.0,249.0,5266.0,704.0,4955.0,739.0,csv_heatplate
0.4,50.0,3,50.0,,,5041.0,740.0,,,excel
0.4,50.0,3,50.0,4915.0,248.0,5166.0,709.0,5041.0,740.0,csv_heatplate
0.4,50.0,4,50.0,,,5037.0,706.0,,,excel
0.4,50.0,4,50.0,5105.0,249.0,5191.0,702.0,5037.0,706.0,csv_heatplate
0.4,50.0,5,50.0,,,4921.0,738.0,,,excel
0.4,50.0,5,50.0,5021.0,249.0,5182.0,707.0,4921.0,738.0,csv_heatplate
0.4,60.0,1,61.0,,,6152.0,835.0,,,excel
0.4,60.0,1,60.0,5880.0,265.0,6048.0,759.0,6152.0,835.0,csv_heatplate
0.4,60.0,2,62.0,,,6219.0,832.0,,,excel
0.4,60.0,2,60.0,5921.0,264.0,5932.0,759.0,6219.0,832.0,csv_heatplate
0.4,60.0,3,62.0,,,6169.0,835.0,,,excel
0.4,60.0,3,60.0,5835.0,265.0,5697.0,755.0,6169.0,835.0,csv_heatplate
0.4,60.0,4,62.0,,,6146.0,831.0,,,excel
0.4,60.0,4,60.0,5906.0,268.0,5741.0,764.0,6146.0,831.0,csv_heatplate
0.4,60.0,5,62.0,,,6191.0,828.0,,,excel
0.4,60.0,5,60.0,5886.0,267.0,5815.0,768.0,6191.0,828.0,csv_heatplate
0.4,70.0,1,74.0,,,7208.0,941.0,,,excel
0.4,70.0,1,70.0,6815.0,286.0,7076.0,843.0,7208.0,941.0,csv_heatplate
0.4,70.0,2,74.0,,,7380.0,934.0,,,excel
0.4,70.0,2,70.0,6843.0,285.0,6943.0,815.0,7380.0,934.0,csv_heatplate
0.4,70.0,3,74.0,,,7423.0,930.0,,,excel
0.4,70.0,3,70.0,6994.0,281.0,6994.0,838.0,7423.0,930.0,csv_heatplate
0.4,70.0,4,73.0,,,7297.0,932.0,,,excel
0.4,70.0,4,70.0,6987.0,282.0,6843.0,841.0,7297.0,932.0,csv_heatplate
0.4,70.0,5,73.0,,,7338.0,933.0,,,excel
0.4,70.0,5,70.0,6994.0,280.0,7009.0,833.0,7338.0,933.0,csv_heatplate
0.4,80.0,1,79.0,,,7009.0,970.0,,,excel
0.4,80.0,1,80.0,7937.0,294.0,7807.0,883.0,7009.0,970.0,csv_heatplate
0.4,80.0,2,79.0,,,7431.0,978.0,,,excel
0.4,80.0,2,80.0,7937.0,294.0,7947.0,873.0,7431.0,978.0,csv_heatplate
0.4,80.0,3,79.0,,,7099.0,943.0,,,excel
0.4,80.0,3,80.0,7856.0,289.0,7787.0,872.0,7099.0,943.0,csv_heatplate
0.4,80.0,4,78.0,,,7749.0,990.0,,,excel
0.4,80.0,4,80.0,7947.0,288.0,7992.0,880.0,7749.0,990.0,csv_heatplate
0.4,80.0,5,78.0,,,6753.0,939.0,,,excel
0.4,80.0,5,80.0,7836.0,289.0,7927.0,883.0,6753.0,939.0,csv_heatplate
0.5,25.0,1,25.0,2516.0,567.0,2478.0,520.0,,,excel
0.5,25.0,1,25.0,2490.0,213.0,2384.0,566.0,2478.0,520.0,csv_heatplate
0.5,25.0,2,25.0,2456.0,524.0,2442.0,562.0,,,excel
0.5,25.0,2,25.0,2589.0,212.0,2374.0,568.0,2442.0,562.0,csv_heatplate
0.5,25.0,3,24.0,2410.0,517.0,2449.0,589.0,,,excel
0.5,25.0,3,25.0,2555.0,213.0,2393.0,570.0,2449.0,589.0,csv_heatplate
0.5,25.0,4,24.0,2424.0,523.0,2401.0,592.0,,,excel
0.5,25.0,4,25.0,2555.0,212.0,2379.0,566.0,2401.0,592.0,csv_heatplate
0.5,25.0,5,24.0,2389.0,518.0,2415.0,590.0,,,excel
0.5,25.0,5,25.0,2548.0,212.0,2489.0,570.0,2415.0,590.0,csv_heatplate
0.5,30.0,1,31.0,2994.0,585.0,2969.0,647.0,,,excel
0.5,30.0,1,30.0,2966.0,225.0,3032.0,627.0,2969.0,647.0,csv_heatplate
0.5,30.0,2,31.0,3060.0,582.0,3037.0,645.0,,,excel
0.5,30.0,2,30.0,2926.0,227.0,3071.0,629.0,3037.0,645.0,csv_heatplate
0.5,30.0,3,31.0,3099.0,591.0,3055.0,658.0,,,excel
0.5,30.0,3,30.0,2921.0,226.0,3027.0,625.0,3055.0,658.0,csv_heatplate
0.5,30.0,4,31.0,3107.0,580.0,3035.0,654.0,,,excel
0.5,30.0,4,30.0,2984.0,229.0,3017.0,629.0,3035.0,654.0,csv_heatplate
0.5,30.0,5,31.0,3043.0,586.0,3009.0,648.0,,,excel
0.5,30.0,5,30.0,2931.0,228.0,2951.0,626.0,3009.0,648.0,csv_heatplate
0.5,40.0,1,41.0,,,3695.0,780.0,,,excel
0.5,40.0,1,40.0,4125.0,257.0,4197.0,726.0,3695.0,780.0,csv_heatplate
0.5,40.0,2,40.0,,,3915.0,750.0,,,excel
0.5,40.0,2,40.0,3942.0,257.0,4066.0,735.0,3915.0,750.0,csv_heatplate
0.5,40.0,3,41.0,,,3786.0,751.0,,,excel
0.5,40.0,3,40.0,3978.0,258.0,4113.0,737.0,3786.0,751.0,csv_heatplate
0.5,40.0,4,41.0,,,3842.0,750.0,,,excel
0.5,40.0,4,40.0,3921.0,256.0,4184.0,733.0,3842.0,750.0,csv_heatplate
0.5,40.0,5,41.0,,,3933.0,743.0,,,excel
0.5,40.0,5,40.0,3912.0,260.0,4076.0,737.0,3933.0,743.0,csv_heatplate
0.5,50.0,1,50.0,,,4816.0,831.0,,,excel
0.5,50.0,1,50.0,5191.0,287.0,5203.0,808.0,4816.0,831.0,csv_heatplate
0.5,50.0,2,50.0,,,4274.0,827.0,,,excel
0.5,50.0,2,50.0,4967.0,285.0,5174.0,820.0,4274.0,827.0,csv_heatplate
0.5,50.0,3,50.0,,,4287.0,826.0,,,excel
0.5,50.0,3,50.0,5093.0,284.0,5049.0,812.0,4287.0,826.0,csv_heatplate
0.5,50.0,4,50.0,,,4600.0,829.0,,,excel
0.5,50.0,4,50.0,4979.0,284.0,5117.0,819.0,4600.0,829.0,csv_heatplate
0.5,50.0,5,50.0,,,4554.0,822.0,,,excel
0.5,50.0,5,50.0,4842.0,283.0,5133.0,812.0,4554.0,822.0,csv_heatplate
0.5,60.0,1,62.0,,,5927.0,942.0,,,excel
0.5,60.0,1,60.0,5756.0,300.0,6165.0,873.0,5927.0,942.0,csv_heatplate
0.5,60.0,2,63.0,,,5850.0,934.0,,,excel
0.5,60.0,2,60.0,5854.0,299.0,6016.0,870.0,5850.0,934.0,csv_heatplate
0.5,60.0,3,63.0,,,5906.0,936.0,,,excel
0.5,60.0,3,60.0,6108.0,304.0,6119.0,887.0,5906.0,936.0,csv_heatplate
0.5,60.0,4,62.0,,,5805.0,932.0,,,excel
0.5,60.0,4,60.0,5953.0,303.0,5927.0,885.0,5805.0,932.0,csv_heatplate
0.5,60.0,5,61.0,,,5891.0,927.0,,,excel
0.5,60.0,5,60.0,6102.0,305.0,5989.0,875.0,5891.0,927.0,csv_heatplate
0.5,70.0,1,73.0,,,7001.0,1024.0,,,excel
0.5,70.0,1,70.0,6943.0,312.0,6907.0,937.0,7001.0,1024.0,csv_heatplate
0.5,70.0,2,74.0,,,7031.0,1038.0,,,excel
0.5,70.0,2,70.0,6950.0,315.0,6987.0,927.0,7031.0,1038.0,csv_heatplate
0.5,70.0,3,74.0,,,7076.0,1037.0,,,excel
0.5,70.0,3,70.0,6900.0,315.0,6965.0,932.0,7076.0,1037.0,csv_heatplate
0.5,70.0,4,74.0,,,7153.0,1024.0,,,excel
0.5,70.0,4,70.0,6943.0,312.0,6943.0,916.0,7153.0,1024.0,csv_heatplate
0.5,70.0,5,74.0,,,7177.0,1035.0,,,excel
0.5,70.0,5,70.0,6950.0,312.0,6836.0,924.0,7177.0,1035.0,csv_heatplate
0.5,80.0,1,81.0,,,7527.0,1109.0,,,excel
0.5,80.0,1,80.0,7866.0,327.0,7978.0,995.0,7527.0,1109.0,csv_heatplate
0.5,80.0,2,82.0,,,7787.0,1079.0,,,excel
0.5,80.0,2,80.0,8009.0,320.0,8009.0,981.0,7787.0,1079.0,csv_heatplate
0.5,80.0,3,82.0,,,7645.0,1090.0,,,excel
0.5,80.0,3,80.0,7988.0,322.0,7947.0,984.0,7645.0,1090.0,csv_heatplate
0.5,80.0,4,83.0,,,7787.0,1106.0,,,excel
0.5,80.0,4,80.0,7916.0,318.0,7947.0,977.0,7787.0,1106.0,csv_heatplate
0.5,80.0,5,83.0,,,7749.0,1111.0,,,excel
0.5,80.0,5,80.0,7937.0,318.0,7886.0,970.0,7749.0,1111.0,csv_heatplate
0.6,25.0,1,24.0,2401.0,587.0,2357.0,665.0,,,excel
0.6,25.0,1,25.0,2577.0,238.0,2454.0,639.0,2357.0,665.0,csv_heatplate
0.6,25.0,2,24.0,2317.0,583.0,2389.0,668.0,,,excel
0.6,25.0,2,25.0,2524.0,238.0,2459.0,638.0,2389.0,668.0,csv_heatplate
0.6,25.0,3,24.0,2377.0,587.0,2357.0,667.0,,,excel
0.6,25.0,3,25.0,2572.0,237.0,2407.0,638.0,2357.0,667.0,csv_heatplate
0.6,25.0,4,24.0,2379.0,573.0,2345.0,658.0,,,excel
0.6,25.0,4,25.0,2541.0,237.0,2466.0,643.0,2345.0,658.0,csv_heatplate
0.6,25.0,5,23.0,2374.0,578.0,2381.0,663.0,,,excel
0.6,25.0,5,25.0,2527.0,236.0,2433.0,637.0,2381.0,663.0,csv_heatplate
0.6,30.0,1,30.0,2888.0,699.0,3002.0,728.0,,,excel
0.6,30.0,1,30.0,2908.0,254.0,2984.0,704.0,3002.0,728.0,csv_heatplate
0.6,30.0,2,30.0,3032.0,714.0,3007.0,734.0,,,excel
0.6,30.0,2,30.0,2896.0,254.0,2964.0,705.0,3007.0,734.0,csv_heatplate
0.6,30.0,3,31.0,3066.0,709.0,2883.0,744.0,,,excel
0.6,30.0,3,30.0,2886.0,254.0,2951.0,704.0,2883.0,744.0,csv_heatplate
0.6,30.0,4,31.0,3130.0,724.0,3083.0,737.0,,,excel
0.6,30.0,4,30.0,2911.0,254.0,2979.0,706.0,3083.0,737.0,csv_heatplate
0.6,30.0,5,31.0,3161.0,737.0,3094.0,744.0,,,excel
0.6,30.0,5,30.0,2866.0,254.0,2979.0,712.0,3094.0,744.0,csv_heatplate
0.6,40.0,1,40.0,3725.0,794.0,3546.0,832.0,,,excel
0.6,40.0,1,40.0,3815.0,282.0,4039.0,802.0,3546.0,832.0,csv_heatplate
0.6,40.0,2,39.0,3945.0,802.0,3599.0,834.0,,,excel
0.6,40.0,2,40.0,3856.0,281.0,3886.0,796.0,3599.0,834.0,csv_heatplate
0.6,40.0,3,39.0,3942.0,808.0,3568.0,834.0,,,excel
0.6,40.0,3,40.0,3763.0,283.0,3969.0,806.0,3568.0,834.0,csv_heatplate
0.6,40.0,4,39.0,3862.0,768.0,3610.0,823.0,,,excel
0.6,40.0,4,40.0,3772.0,281.0,3856.0,799.0,3610.0,823.0,csv_heatplate
0.6,40.0,5,41.0,,,3613.0,876.0,,,excel
0.6,40.0,5,40.0,3799.0,282.0,3898.0,809.0,3613.0,876.0,csv_heatplate
0.6,50.0,1,52.0,,,4688.0,948.0,,,excel
0.6,50.0,1,50.0,4894.0,309.0,4932.0,884.0,4688.0,948.0,csv_heatplate
0.6,50.0,2,52.0,,,4948.0,947.0,,,excel
0.6,50.0,2,50.0,4860.0,306.0,4801.0,877.0,4948.0,947.0,csv_heatplate
0.6,50.0,3,52.0,,,5077.0,953.0,,,excel
0.6,50.0,3,50.0,4713.0,308.0,5029.0,871.0,5077.0,953.0,csv_heatplate
0.6,50.0,4,52.0,,,5065.0,944.0,,,excel
0.6,50.0,4,50.0,4790.0,309.0,4929.0,879.0,5065.0,944.0,csv_heatplate
0.6,50.0,5,53.0,,,5018.0,952.0,,,excel
0.6,50.0,5,50.0,4835.0,309.0,4887.0,878.0,5018.0,952.0,csv_heatplate
0.6,60.0,1,60.0,,,5538.0,1052.0,,,excel
0.6,60.0,1,60.0,5895.0,331.0,5927.0,958.0,5538.0,1052.0,csv_heatplate
0.6,60.0,2,62.0,,,5678.0,889.0,,,excel
0.6,60.0,2,60.0,5830.0,332.0,5911.0,955.0,5678.0,889.0,csv_heatplate
0.6,60.0,3,63.0,,,5865.0,1045.0,,,excel
0.6,60.0,3,60.0,5916.0,327.0,5969.0,952.0,5865.0,1045.0,csv_heatplate
0.6,60.0,4,62.0,,,5683.0,1063.0,,,excel
0.6,60.0,4,60.0,5865.0,328.0,5963.0,950.0,5683.0,1063.0,csv_heatplate
0.6,60.0,5,62.0,,,5673.0,1047.0,,,excel
0.6,60.0,5,60.0,5896.0,329.0,5830.0,952.0,5673.0,1047.0,csv_heatplate
0.6,70.0,1,72.0,,,6288.0,1125.0,,,excel
0.6,70.0,1,70.0,6836.0,348.0,6921.0,1036.0,6288.0,1125.0,csv_heatplate
0.6,70.0,2,72.0,,,7107.0,1104.0,,,excel
0.6,70.0,2,70.0,6876.0,351.0,6808.0,1020.0,7107.0,1104.0,csv_heatplate
0.6,70.0,3,72.0,,,6787.0,1117.0,,,excel
0.6,70.0,3,70.0,6801.0,341.0,7016.0,1035.0,6787.0,1117.0,csv_heatplate
0.6,70.0,4,72.0,,,7024.0,1123.0,,,excel
0.6,70.0,4,70.0,6921.0,343.0,6965.0,1044.0,7024.0,1123.0,csv_heatplate
0.6,70.0,5,72.0,,,7001.0,1121.0,,,excel
0.6,70.0,5,70.0,6871.0,341.0,6829.0,1045.0,7001.0,1121.0,csv_heatplate
0.6,80.0,1,87.0,,,8308.0,1225.0,,,excel
0.6,80.0,1,80.0,8052.0,343.0,7846.0,1094.0,8308.0,1225.0,csv_heatplate
0.6,80.0,2,87.0,,,8160.0,1251.0,,,excel
0.6,80.0,2,80.0,7906.0,342.0,7906.0,1097.0,8160.0,1251.0,csv_heatplate
0.6,80.0,3,87.0,,,8379.0,1265.0,,,excel
0.6,80.0,3,80.0,7806.0,345.0,7876.0,1066.0,8379.0,1265.0,csv_heatplate
0.6,80.0,4,87.0,,,8182.0,1262.0,,,excel
0.6,80.0,4,80.0,8009.0,344.0,7937.0,1076.0,8182.0,1262.0,csv_heatplate
0.6,80.0,5,87.0,,,8182.0,1237.0,,,excel
0.6,80.0,5,80.0,7916.0,350.0,8020.0,1075.0,8182.0,1237.0,csv_heatplate
0.7,25.0,1,24.0,2422.0,653.0,2434.0,736.0,,,excel
0.7,25.0,1,25.0,2611.0,259.0,2474.0,705.0,2434.0,736.0,csv_heatplate
0.7,25.0,2,24.0,2305.0,653.0,2434.0,735.0,,,excel
0.7,25.0,2,25.0,2616.0,262.0,2443.0,707.0,2434.0,735.0,csv_heatplate
0.7,25.0,3,24.0,2398.0,640.0,2442.0,728.0,,,excel
0.7,25.0,3,25.0,2602.0,261.0,2469.0,693.0,2442.0,728.0,csv_heatplate
0.7,25.0,4,24.0,2381.0,638.0,2442.0,693.0,,,excel
0.7,25.0,4,25.0,2565.0,259.0,2460.0,703.0,2442.0,693.0,csv_heatplate
0.7,25.0,5,24.0,2309.0,643.0,2439.0,733.0,,,excel
0.7,25.0,5,25.0,2621.0,262.0,2433.0,707.0,2439.0,733.0,csv_heatplate
0.7,30.0,1,31.0,3045.0,710.0,3107.0,808.0,,,excel
0.7,30.0,1,30.0,2908.0,278.0,3027.0,784.0,3107.0,808.0,csv_heatplate
0.7,30.0,2,31.0,3070.0,729.0,3089.0,815.0,,,excel
0.7,30.0,2,30.0,3020.0,280.0,3090.0,783.0,3089.0,815.0,csv_heatplate
0.7,30.0,3,31.0,3068.0,728.0,3060.0,813.0,,,excel
0.7,30.0,3,30.0,2992.0,280.0,3107.0,787.0,3060.0,813.0,csv_heatplate
0.7,30.0,4,31.0,3050.0,704.0,3060.0,805.0,,,excel
0.7,30.0,4,30.0,2989.0,273.0,3014.0,783.0,3060.0,805.0,csv_heatplate
0.7,30.0,5,31.0,2966.0,709.0,3030.0,802.0,,,excel
0.7,30.0,5,30.0,2979.0,279.0,3114.0,778.0,3030.0,802.0,csv_heatplate
0.7,40.0,1,41.0,,,3895.0,832.0,,,excel
0.7,40.0,1,40.0,4153.0,314.0,3969.0,895.0,3895.0,832.0,csv_heatplate
0.7,40.0,2,41.0,,,4008.0,927.0,,,excel
0.7,40.0,2,40.0,4116.0,310.0,4020.0,896.0,4008.0,927.0,csv_heatplate
0.7,40.0,3,41.0,,,4030.0,926.0,,,excel
0.7,40.0,3,40.0,4054.0,312.0,4216.0,898.0,4030.0,926.0,csv_heatplate
0.7,40.0,4,41.0,,,4012.0,922.0,,,excel
0.7,40.0,4,40.0,4107.0,310.0,4248.0,895.0,4012.0,922.0,csv_heatplate
0.7,40.0,5,41.0,,,3963.0,924.0,,,excel
0.7,40.0,5,40.0,3853.0,310.0,4123.0,896.0,3963.0,924.0,csv_heatplate
0.7,50.0,1,51.0,,,4963.0,1042.0,,,excel
0.7,50.0,1,50.0,5283.0,341.0,5147.0,988.0,4963.0,1042.0,csv_heatplate
0.7,50.0,2,52.0,,,4990.0,903.0,,,excel
0.7,50.0,2,50.0,5154.0,338.0,5261.0,988.0,4990.0,903.0,csv_heatplate
0.7,50.0,3,51.0,,,5029.0,1033.0,,,excel
0.7,50.0,3,50.0,5257.0,335.0,5266.0,980.0,5029.0,1033.0,csv_heatplate
0.7,50.0,4,51.0,,,4834.0,1034.0,,,excel
0.7,50.0,4,50.0,4952.0,340.0,5195.0,982.0,4834.0,1034.0,csv_heatplate
0.7,50.0,5,52.0,,,5129.0,1023.0,,,excel
0.7,50.0,5,50.0,5045.0,339.0,5168.0,981.0,5129.0,1023.0,csv_heatplate
0.7,60.0,1,60.0,,,5974.0,1099.0,,,excel
0.7,60.0,1,60.0,5880.0,356.0,5968.0,1020.0,5974.0,1099.0,csv_heatplate
0.7,60.0,2,60.0,,,5953.0,1104.0,,,excel
0.7,60.0,2,60.0,5886.0,356.0,5836.0,1017.0,5953.0,1104.0,csv_heatplate
0.7,60.0,3,60.0,,,5880.0,1103.0,,,excel
0.7,60.0,3,60.0,5785.0,349.0,5921.0,1013.0,5880.0,1103.0,csv_heatplate
0.7,60.0,4,61.0,,,5911.0,1101.0,,,excel
0.7,60.0,4,60.0,5820.0,349.0,5921.0,1017.0,5911.0,1101.0,csv_heatplate
0.7,60.0,5,61.0,,,5911.0,1103.0,,,excel
0.7,60.0,5,60.0,5974.0,349.0,5805.0,1007.0,5911.0,1103.0,csv_heatplate
0.7,70.0,1,73.0,,,7145.0,1223.0,,,excel
0.7,70.0,1,70.0,6936.0,368.0,7069.0,1097.0,7145.0,1223.0,csv_heatplate
0.7,70.0,2,73.0,,,7092.0,1211.0,,,excel
0.7,70.0,2,70.0,6943.0,366.0,6907.0,1079.0,7092.0,1211.0,csv_heatplate
0.7,70.0,3,74.0,,,7289.0,1196.0,,,excel
0.7,70.0,3,70.0,6957.0,364.0,7145.0,1083.0,7289.0,1196.0,csv_heatplate
0.7,70.0,4,74.0,,,7448.0,1208.0,,,excel
0.7,70.0,4,70.0,6936.0,361.0,7161.0,1084.0,7448.0,1208.0,csv_heatplate
0.7,70.0,5,74.0,,,7273.0,1201.0,,,excel
0.7,70.0,5,70.0,6885.0,360.0,7076.0,1093.0,7273.0,1201.0,csv_heatplate
0.7,80.0,1,81.0,,,7856.0,1280.0,,,excel
0.7,80.0,1,80.0,7999.0,375.0,8073.0,1141.0,7856.0,1280.0,csv_heatplate
0.7,80.0,2,82.0,,,8238.0,1283.0,,,excel
0.7,80.0,2,80.0,7947.0,366.0,8030.0,1132.0,8238.0,1283.0,csv_heatplate
0.7,80.0,3,82.0,,,8182.0,1257.0,,,excel
0.7,80.0,3,80.0,7856.0,363.0,7846.0,1141.0,8182.0,1257.0,csv_heatplate
0.7,80.0,4,82.0,,,8062.0,1280.0,,,excel
0.7,80.0,4,80.0,7807.0,365.0,7907.0,1126.0,8062.0,1280.0,csv_heatplate
0.7,80.0,5,82.0,,,7896.0,1263.0,,,excel
0.7,80.0,5,80.0,7856.0,363.0,8138.0,1111.0,7896.0,1263.0,csv_heatplate
0.8,25.0,1,22.0,,,2223.0,774.0,,,excel
0.8,25.0,1,25.0,2483.0,288.0,2599.0,850.0,2223.0,774.0,csv_heatplate
0.8,25.0,2,22.0,,,2204.0,775.0,,,excel
0.8,25.0,2,25.0,2665.0,288.0,2594.0,846.0,2204.0,775.0,csv_heatplate
0.8,25.0,3,22.0,,,2202.0,771.0,,,excel
0.8,25.0,3,25.0,2665.0,291.0,2616.0,825.0,2202.0,771.0,csv_heatplate
0.8,25.0,4,22.0,,,2197.0,772.0,,,excel
0.8,25.0,4,25.0,2661.0,290.0,2604.0,830.0,2197.0,772.0,csv_heatplate
0.8,25.0,5,22.0,,,2192.0,774.0,,,excel
0.8,25.0,5,25.0,2660.0,290.0,2648.0,833.0,2192.0,774.0,csv_heatplate
0.8,30.0,1,33.0,,,3171.0,744.0,,,excel
0.8,30.0,1,30.0,2994.0,303.0,3063.0,856.0,3171.0,744.0,csv_heatplate
0.8,30.0,2,34.0,,,3289.0,886.0,,,excel
